row_id,series,metric,year,value,unit,sex,age_group,nationality,country_of_origin,region,source_name,source_publication,source_table,source_url,confidence,notes
1333,flow_immigration_from_abroad,count,2006,422,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1334,flow_immigration_from_abroad,count,2007,410,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1335,flow_immigration_from_abroad,count,2008,264,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1336,flow_immigration_from_abroad,count,2009,197,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1337,flow_immigration_from_abroad,count,2010,217,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1338,flow_immigration_from_abroad,count,2011,235,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1339,flow_immigration_from_abroad,count,2012,163,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1340,flow_immigration_from_abroad,count,2013,217,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1341,flow_immigration_from_abroad,count,2014,224,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1342,flow_immigration_from_abroad,count,2015,235,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1343,flow_immigration_from_abroad,count,2016,309,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1344,flow_immigration_from_abroad,count,2017,336,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1345,flow_immigration_from_abroad,count,2018,463,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1346,flow_immigration_from_abroad,count,2019,561,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1347,flow_immigration_from_abroad,count,2020,266,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1348,flow_immigration_from_abroad,count,2021,1352,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1349,flow_immigration_from_abroad,count,2022,1596,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1350,flow_immigration_from_abroad,count,2023,1731,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1351,flow_immigration_from_abroad,count,2024,1934,persons,male,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1352,flow_immigration_from_abroad,count,1998,64,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1353,flow_immigration_from_abroad,count,1999,111,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1354,flow_immigration_from_abroad,count,2000,246,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1355,flow_immigration_from_abroad,count,2001,276,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1356,flow_immigration_from_abroad,count,2004,630,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1357,flow_immigration_from_abroad,count,2005,925,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1358,flow_immigration_from_abroad,count,2006,852,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1359,flow_immigration_from_abroad,count,2007,833,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1360,flow_immigration_from_abroad,count,2008,568,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1361,flow_immigration_from_abroad,count,2009,479,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1362,flow_immigration_from_abroad,count,2010,526,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1363,flow_immigration_from_abroad,count,2011,562,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1364,flow_immigration_from_abroad,count,2012,436,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1365,flow_immigration_from_abroad,count,2013,473,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1366,flow_immigration_from_abroad,count,2014,469,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1367,flow_immigration_from_abroad,count,2015,523,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1368,flow_immigration_from_abroad,count,2016,696,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1369,flow_immigration_from_abroad,count,2017,831,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1370,flow_immigration_from_abroad,count,2018,1098,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1371,flow_immigration_from_abroad,count,2019,1313,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1372,flow_immigration_from_abroad,count,2020,648,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1373,flow_immigration_from_abroad,count,2021,2157,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1374,flow_immigration_from_abroad,count,2022,3011,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
1375,flow_immigration_from_abroad,count,2023,3015,persons,all,55-59,MA,MA,national,Eurostat,"Eurostat migr_imm1ctz bulk download (immigration by age, sex, citizenship; agedef=COMPLET)",migr_imm1ctz,https://ec.europa.eu/eurostat/databrowser/view/migr_imm1ctz/default/table?lang=en,high,"T41 cohort-denominator extraction: 5yr age band x sex, real (non-approximated) origin-country cross"
